_id,channelName,description,subscribersCount,avatarImage,isPremium
65b9eb0931a51cb0be4593fb,ScienceUnleashed,Unlocking the wonders of science for curious minds.,72000,https://img.freepik.com/premium-vector/scientist-character-avatar_24877-57784.jpg?w=2000,true
65b9eb0931a51cb0be4593fc,InfiniteTechHub,Exploring the limitless possibilities of technology.,89000,https://img.freepik.com/premium-vector/technology-logo-collection_23-2148153848.jpg?w=2000,true
65b9eb0931a51cb0be4593fd,NatureWonders,Discovering the awe-inspiring wonders of the natural world.,62000,https://img.freepik.com/premium-vector/nature-landscape-scene-silhouette_33099-435.jpg?w=2000,false
65b9eb0931a51cb0be4593fe,HealthMatters,Your guide to a healthier and happier life.,78000,https://img.freepik.com/premium-vector/doctor-character-avatar_24877-57947.jpg?w=2000,true
65b9eb0931a51cb0be4593ff,CodeCrafters,Crafting elegant code for modern software development.,72000,https://img.freepik.com/premium-vector/programmer-avatar_24877-57809.jpg?w=2000,true
65b9eb0931a51cb0be459400,ExploreTheCosmos,Embark on a cosmic journey through the mysteries of the universe.,92000,https://img.freepik.com/premium-vector/astronaut-character-avatar_24877-57837.jpg?w=2000,false
65b9eb0931a51cb0be459401,TravelEnthusiast,Roaming the world and sharing the wonders of travel.,48000,https://img.freepik.com/premium-vector/traveler-character-avatar_24877-57849.jpg?w=2000,true
65b9eb0931a51cb0be459402,ArtisticExpressions,Immerse yourself in the world of artistic creations.,54000,https://img.freepik.com/premium-vector/artist-character-avatar_24877-57856.jpg?w=2000,false
65b9eb0931a51cb0be459403,FoodFiesta,Savor the flavors with delightful culinary experiences.,68000,https://img.freepik.com/premium-vector/chef-character-avatar_24877-57789.jpg?w=2000,false
65b9eb0931a51cb0be459404,MindfulMeditation,Achieve tranquility through mindful meditation practices.,55000,https://img.freepik.com/premium-vector/yoga-instructor-character-avatar_24877-57840.jpg?w=2000,true
65b9eb0931a51cb0be459405,SportsShowcase,Highlighting thrilling moments in the world of sports.,89000,https://img.freepik.com/premium-vector/sportsman-character-avatar_24877-57828.jpg?w=2000,false
65b9eb0931a51cb0be459406,PetParadise,Celebrating the joy and companionship of pets.,45000,https://img.freepik.com/premium-vector/pet-lover-character-avatar_24877-57817.jpg?w=2000,true
65b9eb0931a51cb0be459407,FashionFiesta,Exploring the latest trends and styles in fashion.,61000,https://img.freepik.com/premium-vector/fashionable-woman-character-avatar_24877-57802.jpg?w=2000,false
65b9eb0931a51cb0be459408,EcoExplorers,Promoting sustainable living and environmental awareness.,52000,https://img.freepik.com/premium-vector/ecologist-character-avatar_24877-57822.jpg?w=2000,true
65b9eb0931a51cb0be459409,GamingGurus,Immersive gaming experiences and expert insights.,78000,https://img.freepik.com/premium-vector/gamer-avatar-character_24877-57845.jpg?w=2000,true
65b9eb0931a51cb0be45940a,BookBuff,Dive into the world of literature with captivating book reviews.,67000,https://img.freepik.com/premium-vector/book-lover-character-avatar_24877-57801.jpg?w=2000,false
65b9eb0931a51cb0be45940b,TechTrends,Stay updated with the latest trends in the tech world.,94000,https://img.freepik.com/premium-vector/technology-logo-collection_23-2148153848.jpg?w=2000,false
65b9eb0931a51cb0be45940c,ArtisticAdventures,Embark on artistic journeys and creative explorations.,58000,https://img.freepik.com/premium-vector/creative-woman-character-avatar_24877-57857.jpg?w=2000,true
65b9eb0931a51cb0be45940d,BusinessBites,Bite-sized insights into the world of business and entrepreneurship.,52000,https://img.freepik.com/premium-vector/business-woman-character-avatar_24877-57782.jpg?w=2000,false
65b9eb0931a51cb0be45940e,ScienceSpectacle,Spectacular demonstrations of scientific marvels.,78000,https://img.freepik.com/premium-vector/scientist-character-avatar_24877-57805.jpg?w=2000,true
65b9eb0931a51cb0be45940f,TravelTreasures,Unveiling hidden treasures and scenic wonders around the globe.,55000,https://img.freepik.com/premium-vector/traveler-character-avatar_24877-57848.jpg?w=2000,false
65b9eb0931a51cb0be459410,MusicMosaic,A diverse mosaic of musical genres and artistic expressions.,62000,https://img.freepik.com/premium-vector/musician-character-avatar_24877-57815.jpg?w=2000,true
65b9eb0931a51cb0be459411,FitnessFusion,Fusing fitness techniques for a healthier lifestyle.,71000,https://img.freepik.com/premium-vector/fitness-woman-character-avatar_24877-57796.jpg?w=2000,false
65b9eb0931a51cb0be459412,TechTalks,Engaging discussions on the latest tech innovations and breakthroughs.,88000,https://img.freepik.com/premium-vector/gamer-youtuber-gaming-avatar-with-headphones-esport-logo_8169-260.jpg?w=2000,true
65b9eb0931a51cb0be459413,CulinaryCraft,Crafting culinary masterpieces and exploring gastronomic wonders.,54000,https://img.freepik.com/premium-vector/chef-cook-character-avatar_24877-57816.jpg?w=2000,false
65b9eb0931a51cb0be459414,MindMatters,Nurturing mental well-being through mindfulness practices.,48000,https://img.freepik.com/premium-vector/yoga-instructor-character-avatar_24877-57841.jpg?w=2000,true
65b9eb0931a51cb0be459415,ExtremeExplorers,Embarking on extreme adventures and adrenaline-fueled experiences.,59000,https://img.freepik.com/premium-vector/adventurer-character-avatar_24877-57855.jpg?w=2000,false
65b9eb0931a51cb0be459416,PetPals,Celebrating the bonds between pets and their human companions.,65000,https://img.freepik.com/premium-vector/pet-lover-character-avatar_24877-57806.jpg?w=2000,true
65b9eb0931a51cb0be459417,FashionFusion,Fusing fashion trends for unique and stylish expressions.,73000,https://img.freepik.com/premium-vector/fashionable-woman-character-avatar_24877-57800.jpg?w=2000,true
65b9eb0931a51cb0be459418,EcoEnthusiast,Enthusiastically promoting eco-friendly practices and sustainability.,60000,https://img.freepik.com/premium-vector/ecologist-character-avatar_24877-57820.jpg?w=2000,false
65b9eb0931a51cb0be459419,GamingGlobetrotter,Globetrotting through the gaming world and exploring virtual landscapes.,81000,https://img.freepik.com/premium-vector/gamer-avatar-character_24877-57844.jpg?w=2000,false
65b9eb0931a51cb0be45941a,BookWorm,Diving deep into the world of literature with a passion for books.,56000,https://img.freepik.com/premium-vector/book-lover-character-avatar_24877-57803.jpg?w=2000,true
65b9eb0931a51cb0be45941b,TechTales,Narrating tales of technological wonders and innovations.,74000,https://img.freepik.com/premium-vector/technology-logo-collection_23-2148153848.jpg?w=2000,true
65b9eb0931a51cb0be45941c,ArtisticAvenues,Exploring artistic avenues and creative expressions across various mediums.,51000,https://img.freepik.com/premium-vector/creative-woman-character-avatar_24877-57858.jpg?w=2000,false
65b9eb0931a51cb0be45941d,BusinessBuzz,Buzzing insights into the business world and entrepreneurial journeys.,67000,https://img.freepik.com/premium-vector/business-woman-character-avatar_24877-57781.jpg?w=2000,true
65b9eb0931a51cb0be45941e,ScienceSafari,Safari into the scientific realm with fascinating discoveries and experiments.,58000,https://img.freepik.com/premium-vector/scientist-character-avatar_24877-57806.jpg?w=2000,false
65b9eb0931a51cb0be45941f,TravelTrekker,Trekking through travel adventures and uncovering hidden gems.,76000,https://img.freepik.com/premium-vector/traveler-character-avatar_24877-57847.jpg?w=2000,true
65b9eb0931a51cb0be459420,MusicMoods,Exploring diverse musical moods and genres for every occasion.,50000,https://img.freepik.com/premium-vector/musician-character-avatar_24877-57814.jpg?w=2000,false
65b9eb0931a51cb0be459421,FitnessFiesta,Join the fitness fiesta with energetic workouts and health tips.,64000,https://img.freepik.com/premium-vector/fitness-woman-character-avatar_24877-57797.jpg?w=2000,true
65b9eb0931a51cb0be459422,TechTrends,Riding the waves of the latest tech trends and innovations.,83000,https://img.freepik.com/premium-vector/gamer-youtuber-gaming-avatar-with-headphones-esport-logo_8169-260.jpg?w=2000,true
65b9eb0931a51cb0be459423,CulinaryCreations,Creating culinary masterpieces with unique recipes and flavors.,57000,https://img.freepik.com/premium-vector/chef-cook-character-avatar_24877-57815.jpg?w=2000,false
65b9eb0931a51cb0be459424,MindfulMoments,Embrace mindfulness with moments of serenity and tranquility.,47000,https://img.freepik.com/premium-vector/yoga-instructor-character-avatar_24877-57842.jpg?w=2000,true
65b9eb0931a51cb0be459425,ExtremeExplorers,Embark on extreme adventures and adrenaline-fueled experiences.,59000,https://img.freepik.com/premium-vector/adventurer-character-avatar_24877-57855.jpg?w=2000,false
65b9eb0931a51cb0be459426,PetPals,Celebrating the bonds between pets and their human companions.,65000,https://img.freepik.com/premium-vector/pet-lover-character-avatar_24877-57806.jpg?w=2000,true
65b9eb0931a51cb0be459427,FashionFusion,Fusing fashion trends for unique and stylish expressions.,73000,https://img.freepik.com/premium-vector/fashionable-woman-character-avatar_24877-57800.jpg?w=2000,true
65b9eb0931a51cb0be459428,EcoEnthusiast,Enthusiastically promoting eco-friendly practices and sustainability.,60000,https://img.freepik.com/premium-vector/ecologist-character-avatar_24877-57820.jpg?w=2000,false
65b9eb0931a51cb0be459429,GamingGlobetrotter,Globetrotting through the gaming world and exploring virtual landscapes.,81000,https://img.freepik.com/premium-vector/gamer-avatar-character_24877-57844.jpg?w=2000,false
65b9eb0931a51cb0be45942a,BookWorm,Diving deep into the world of literature with a passion for books.,56000,https://img.freepik.com/premium-vector/book-lover-character-avatar_24877-57803.jpg?w=2000,true
65b9eb0931a51cb0be45942b,TechTales,Narrating tales of technological wonders and innovations.,74000,https://img.freepik.com/premium-vector/technology-logo-collection_23-2148153848.jpg?w=2000,true
65b9eb0931a51cb0be45942c,ArtisticAvenues,Exploring artistic avenues and creative expressions across various mediums.,51000,https://img.freepik.com/premium-vector/creative-woman-character-avatar_24877-57858.jpg?w=2000,false
65b9eb0931a51cb0be45942d,BusinessBuzz,Buzzing insights into the business world and entrepreneurial journeys.,67000,https://img.freepik.com/premium-vector/business-woman-character-avatar_24877-57781.jpg?w=2000,true
65b9eb0931a51cb0be45942e,ScienceSafari,Safari into the scientific realm with fascinating discoveries and experiments.,58000,https://img.freepik.com/premium-vector/scientist-character-avatar_24877-57806.jpg?w=2000,false
65b9eb0931a51cb0be45942f,TravelTrekker,Trekking through travel adventures and uncovering hidden gems.,76000,https://img.freepik.com/premium-vector/traveler-character-avatar_24877-57847.jpg?w=2000,true
65b9eb0931a51cb0be459430,MusicMoods,Exploring diverse musical moods and genres for every occasion.,50000,https://img.freepik.com/premium-vector/musician-character-avatar_24877-57814.jpg?w=2000,false
65b9eb0931a51cb0be459431,FitnessFiesta,Join the fitness fiesta with energetic workouts and health tips.,64000,https://img.freepik.com/premium-vector/fitness-woman-character-avatar_24877-57797.jpg?w=2000,true
65b9eb0931a51cb0be459432,TechTrends,Riding the waves of the latest tech trends and innovations.,83000,https://img.freepik.com/premium-vector/gamer-youtuber-gaming-avatar-with-headphones-esport-logo_8169-260.jpg?w=2000,true
65b9eb0931a51cb0be459433,CulinaryCreations,Creating culinary masterpieces with unique recipes and flavors.,57000,https://img.freepik.com/premium-vector/chef-cook-character-avatar_24877-57815.jpg?w=2000,false
65b9eb0931a51cb0be459434,MindfulMoments,Embrace mindfulness with moments of serenity and tranquility.,47000,https://img.freepik.com/premium-vector/yoga-instructor-character-avatar_24877-57842.jpg?w=2000,true
65b9eb0931a51cb0be459435,ExtremeExplorers,Embark on extreme adventures and adrenaline-fueled experiences.,59000,https://img.freepik.com/premium-vector/adventurer-character-avatar_24877-57855.jpg?w=2000,false
65b9eb0931a51cb0be459436,PetPals,Celebrating the bonds between pets and their human companions.,65000,https://img.freepik.com/premium-vector/pet-lover-character-avatar_24877-57806.jpg?w=2000,true
65b9eb0931a51cb0be459437,FashionFusion,Fusing fashion trends for unique and stylish expressions.,73000,https://img.freepik.com/premium-vector/fashionable-woman-character-avatar_24877-57800.jpg?w=2000,true
65b9eb0931a51cb0be459438,EcoEnthusiast,Enthusiastically promoting eco-friendly practices and sustainability.,60000,https://img.freepik.com/premium-vector/ecologist-character-avatar_24877-57820.jpg?w=2000,false
65b9eb0931a51cb0be459439,GamingGlobetrotter,Globetrotting through the gaming world and exploring virtual landscapes.,81000,https://img.freepik.com/premium-vector/gamer-avatar-character_24877-57844.jpg?w=2000,false
65b9eb0931a51cb0be45943a,BookWorm,Diving deep into the world of literature with a passion for books.,56000,https://img.freepik.com/premium-vector/book-lover-character-avatar_24877-57803.jpg?w=2000,true
65b9eb0931a51cb0be45943b,TechTales,Narrating tales of technological wonders and innovations.,74000,https://img.freepik.com/premium-vector/technology-logo-collection_23-2148153848.jpg?w=2000,true
65b9eb0931a51cb0be45943c,ArtisticAvenues,Exploring artistic avenues and creative expressions across various mediums.,51000,https://img.freepik.com/premium-vector/creative-woman-character-avatar_24877-57858.jpg?w=2000,false
65b9eb0931a51cb0be45943d,BusinessBuzz,Buzzing insights into the business world and entrepreneurial journeys.,67000,https://img.freepik.com/premium-vector/business-woman-character-avatar_24877-57781.jpg?w=2000,true
65b9eb0931a51cb0be45943e,ScienceSafari,Safari into the scientific realm with fascinating discoveries and experiments.,58000,https://img.freepik.com/premium-vector/scientist-character-avatar_24877-57806.jpg?w=2000,false
65b9eb0931a51cb0be45943f,TravelTrekker,Trekking through travel adventures and uncovering hidden gems.,76000,https://img.freepik.com/premium-vector/traveler-character-avatar_24877-57847.jpg?w=2000,true
